"S","M","Amu","d_z","P.alpha","P.gamma","P.slope","E.slope","type"
100,10,-0.1,3,0.0130190611574629,0,-0.00130190611574629,-0.12,"Positive DD"
10,100,-0.1,3,0.247757936507937,0,-0.0247757936507937,-0.167,"Positive DD"
100,100,-0.1,3,0.0378834601501971,0,-0.00378834601501971,-0.363,"Positive DD"
10,10,-0.9,1,NA,0.333333333333333,NA,0.16,"Negative DD"
100,10,-0.9,1,0.888333333333333,0.826086956521739,-0.00622463768115942,3.28,"Negative DD"
10,100,-0.9,1,NA,0.3,NA,0.267,"Negative DD"
100,100,-0.9,1,0.83745202020202,0.45,-0.038745202020202,4.039,"Negative DD"
10,10,-0.5,1,NA,0.6,NA,0.46,"Negative DD"
100,10,-0.5,1,0.8,0.8,0,1.07,"Negative DD"
10,100,-0.5,1,NA,0,NA,-0.06,"Negative DD"
100,100,-0.5,1,0.542388888888889,0.237113402061856,-0.0305275486827033,2.114,"Negative DD"
10,10,-0.1,1,NA,0.857142857142857,NA,0.49,"Negative DD"
100,10,-0.1,1,0.747020202020202,0.648148148148148,-0.00988720538720539,2.89,"Negative DD"
10,100,-0.1,1,NA,0.1,NA,-0.113,"Negative DD"
100,100,-0.1,1,0.885272588522588,0.373737373737374,-0.0511535214785215,2.848,"Negative DD"
10,10,-0.9,1.2,NA,0.833333333333333,NA,0.43,"Negative DD"
100,10,-0.9,1.2,0.917762237762238,0.852941176470588,-0.00648210612916496,4.75,"Negative DD"
10,100,-0.9,1.2,NA,0,NA,-0.049,"Negative DD"
100,100,-0.9,1.2,0.890210317460317,0.65625,-0.0233960317460317,5.934,"Negative DD"
10,10,-0.5,1.2,NA,0.5,NA,0.37,"Negative DD"
100,10,-0.5,1.2,0.801984126984127,0.784313725490196,-0.0017670401493931,3.48,"Negative DD"
10,100,-0.5,1.2,NA,0,NA,-0.06,"Negative DD"
100,100,-0.5,1.2,0.830628603422721,0.27,-0.0560628603422721,1.938,"Negative DD"
10,10,-0.1,1.2,NA,0.428571428571429,NA,0.23,"Negative DD"
100,10,-0.1,1.2,0.666212121212121,0.608695652173913,-0.00575164690382082,2.37,"Negative DD"
10,100,-0.1,1.2,NA,0,NA,-0.1,"Negative DD"
100,100,-0.1,1.2,0.824411199152707,0.04,-0.0784411199152707,-2.493,"Negative DD"
10,10,-0.9,1.4,0.541666666666667,0.5,-0.00416666666666666,0.35,"Negative DD"
100,10,-0.9,1.4,0.827234848484849,0.7,-0.0127234848484849,4.3,"Negative DD"
10,100,-0.9,1.4,NA,0,NA,-0.06,"Negative DD"
100,100,-0.9,1.4,0.965746931602969,0.64,-0.0325746931602969,5.133,"Negative DD"
10,10,-0.5,1.4,0.482142857142857,0.3,-0.0182142857142857,0.11,"Negative DD"
100,10,-0.5,1.4,0.834484126984127,0.775862068965517,-0.00586220580186098,3.84,"Negative DD"
10,100,-0.5,1.4,NA,0.1,NA,-0.065,"Negative DD"
100,100,-0.5,1.4,0.778507936507936,0.31,-0.0468507936507936,2.647,"Negative DD"
10,10,-0.1,1.4,NA,0.5,NA,0.36,"Negative DD"
100,10,-0.1,1.4,0.831553711353483,0.670588235294118,-0.0160965476059365,3.92,"Negative DD"
10,100,-0.1,1.4,0.648238095238095,0,-0.0648238095238095,-0.267,"Negative DD"
100,100,-0.1,1.4,0.430969055153653,0.02,-0.0410969055153653,-0.304,"Negative DD"
10,10,-0.9,1.6,0.875,0.7,-0.0175,0.26,"Negative DD"
100,10,-0.9,1.6,0.66,0.689655172413793,0.00296551724137931,1.76,"Negative DD"
10,100,-0.9,1.6,NA,0.1,NA,-0.025,"Negative DD"
100,100,-0.9,1.6,0.675666666666667,0.19,-0.0485666666666667,1.537,"Negative DD"
10,10,-0.5,1.6,0.75,0.5,-0.025,0.34,"Negative DD"
100,10,-0.5,1.6,0.80956376956377,0.757142857142857,-0.00524209124209124,4.51,"Negative DD"
10,100,-0.5,1.6,NA,0,NA,-0.217,"Negative DD"
100,100,-0.5,1.6,0.740975468975469,0.303030303030303,-0.0437945165945166,2.62,"Negative DD"
10,10,-0.1,1.6,0.4,0.2,-0.02,0.11,"Negative DD"
100,10,-0.1,1.6,0.673611111111111,0.617021276595745,-0.00565898345153665,2.49,"Negative DD"
10,100,-0.1,1.6,NA,0.1,NA,-0.069,"Negative DD"
100,100,-0.1,1.6,0.844527703949406,0.19,-0.0654527703949406,0.534,"Negative DD"
10,10,-0.9,1.8,0.508333333333333,0.1,-0.0408333333333333,-0.08,"Negative DD"
100,10,-0.9,1.8,0.763928571428571,0.777777777777778,0.00138492063492064,3.05,"Negative DD"
10,100,-0.9,1.8,0.748642857142857,0,-0.0748642857142857,-0.367,"Negative DD"
100,100,-0.9,1.8,0.936455602618915,0.49,-0.0446455602618915,3.716,"Negative DD"
10,10,-0.5,1.8,0.606190476190476,0.2,-0.0406190476190476,-0.18,"Negative DD"
100,10,-0.5,1.8,0.791380563880564,0.725806451612903,-0.00655741122676606,3.74,"Negative DD"
10,100,-0.5,1.8,NA,0,NA,-0.208,"Negative DD"
100,100,-0.5,1.8,0.890245284688689,0.11,-0.0780245284688689,-0.528,"Negative DD"
10,10,-0.1,1.8,0.643333333333333,0,-0.0643333333333333,-0.34,"Negative DD"
100,10,-0.1,1.8,0.717667375635118,0.463157894736842,-0.0254509480898275,2.25,"Negative DD"
10,100,-0.1,1.8,NA,0,NA,-0.236,"Negative DD"
100,100,-0.1,1.8,0.806300258079458,0.03,-0.0776300258079458,-2.543,"Negative DD"
10,10,-0.9,2,0.714761904761905,0.2,-0.0514761904761905,-0.17,"Constant death"
100,10,-0.9,2,0.534405439244149,0.166666666666667,-0.0367738772577482,-0.22,"Constant death"
10,100,-0.9,2,NA,0,NA,-0.205,"Constant death"
100,100,-0.9,2,0.55142549652415,0,-0.055142549652415,-1.729,"Constant death"
10,10,-0.5,2,0.465,0,-0.0465,-0.16,"Constant death"
100,10,-0.5,2,0.528966283025053,0.06,-0.0468966283025053,-1.82,"Constant death"
10,100,-0.5,2,0.583261904761905,0,-0.0583261904761905,-0.322,"Constant death"
100,100,-0.5,2,0.650485027196322,0,-0.0650485027196322,-3.35,"Constant death"
10,10,-0.1,2,NA,0.2,NA,0.01,"Constant death"
100,10,-0.1,2,0.699082438296659,0.191919191919192,-0.0507163246377467,-1.54,"Constant death"
10,100,-0.1,2,0.586273809523809,0,-0.0586273809523809,-0.398,"Constant death"
100,100,-0.1,2,0.689499446451933,0,-0.0689499446451933,-4.575,"Constant death"
10,10,-0.9,2.2,0.167896825396825,0,-0.0167896825396825,-0.14,"Positive DD"
100,10,-0.9,2.2,0.0424044422669237,0,-0.00424044422669237,-0.36,"Positive DD"
10,100,-0.9,2.2,0.233011904761905,0,-0.0233011904761905,-0.179,"Positive DD"
100,100,-0.9,2.2,0.0539486187590181,0,-0.00539486187590181,-0.494,"Positive DD"
10,10,-0.5,2.2,0.125,0,-0.0125,-0.09,"Positive DD"
100,10,-0.5,2.2,0.116135273805115,0,-0.0116135273805115,-1.06,"Positive DD"
10,100,-0.5,2.2,0.450400793650794,0,-0.0450400793650794,-0.328,"Positive DD"
100,100,-0.5,2.2,0.0682448462065277,0,-0.00682448462065277,-0.598,"Positive DD"
10,10,-0.1,2.2,0.420833333333333,0,-0.0420833333333333,-0.24,"Positive DD"
100,10,-0.1,2.2,0.131343832407786,0,-0.0131343832407786,-0.94,"Positive DD"
10,100,-0.1,2.2,0.550027777777778,0,-0.0550027777777778,-0.345,"Positive DD"
100,100,-0.1,2.2,0.210556417454699,0,-0.0210556417454699,-1.695,"Positive DD"
10,10,-0.9,2.4,0.132222222222222,0,-0.0132222222222222,-0.13,"Positive DD"
100,10,-0.9,2.4,0.0110707070707071,0,-0.00110707070707071,-0.11,"Positive DD"
10,100,-0.9,2.4,0.108678571428571,0,-0.0108678571428571,-0.091,"Positive DD"
100,100,-0.9,2.4,0.00470810142238714,0,-0.000470810142238714,-0.047,"Positive DD"
10,10,-0.5,2.4,0.305079365079365,0,-0.0305079365079365,-0.23,"Positive DD"
100,10,-0.5,2.4,0.0201437008417863,0,-0.00201437008417863,-0.2,"Positive DD"
10,100,-0.5,2.4,0.20125,0,-0.020125,-0.187,"Positive DD"
100,100,-0.5,2.4,0.0136644164132382,0,-0.00136644164132382,-0.135,"Positive DD"
10,10,-0.1,2.4,0.449206349206349,0,-0.0449206349206349,-0.36,"Positive DD"
100,10,-0.1,2.4,0.0720760182526328,0,-0.00720760182526328,-0.66,"Positive DD"
10,100,-0.1,2.4,0.331214285714286,0,-0.0331214285714286,-0.247,"Positive DD"
100,100,-0.1,2.4,0.0958586337178446,0,-0.00958586337178446,-0.779,"Positive DD"
10,10,-0.9,2.6,0.0933333333333333,0,-0.00933333333333333,-0.09,"Positive DD"
100,10,-0.9,2.6,0,0,0,0,"Positive DD"
10,100,-0.9,2.6,0.0568571428571429,0,-0.00568571428571429,-0.053,"Positive DD"
100,100,-0.9,2.6,0.0010010101010101,0,-0.00010010101010101,-0.01,"Positive DD"
10,10,-0.5,2.6,0.136468253968254,0,-0.0136468253968254,-0.12,"Positive DD"
100,10,-0.5,2.6,0.005,0,-5e-04,-0.05,"Positive DD"
10,100,-0.5,2.6,0.161095238095238,0,-0.0161095238095238,-0.141,"Positive DD"
100,100,-0.5,2.6,0.0050304479680032,0,-0.00050304479680032,-0.05,"Positive DD"
10,10,-0.1,2.6,0.588690476190476,0.1,-0.0488690476190476,-0.18,"Positive DD"
100,10,-0.1,2.6,0.0800184648185418,0,-0.00800184648185418,-0.72,"Positive DD"
10,100,-0.1,2.6,0.247924603174603,0,-0.0247924603174603,-0.183,"Positive DD"
100,100,-0.1,2.6,0.0508248693231454,0,-0.00508248693231454,-0.483,"Positive DD"
10,10,-0.9,2.8,0.025,0,-0.0025,-0.02,"Positive DD"
100,10,-0.9,2.8,0,0,0,0,"Positive DD"
10,100,-0.9,2.8,0.0454444444444444,0,-0.00454444444444444,-0.042,"Positive DD"
100,100,-0.9,2.8,3e-04,0,-3e-05,-0.003,"Positive DD"
10,10,-0.5,2.8,0.0572222222222222,0,-0.00572222222222222,-0.05,"Positive DD"
100,10,-0.5,2.8,0.00101010101010101,0,-0.000101010101010101,-0.01,"Positive DD"
10,100,-0.5,2.8,0.0755,0,-0.00755,-0.07,"Positive DD"
100,100,-0.5,2.8,0.00140915338956576,0,-0.000140915338956576,-0.014,"Positive DD"
10,10,-0.1,2.8,0.228968253968254,0,-0.0228968253968254,-0.19,"Positive DD"
100,10,-0.1,2.8,0.049100954186697,0,-0.0049100954186697,-0.47,"Positive DD"
10,100,-0.1,2.8,NA,0,NA,-0.25,"Positive DD"
100,100,-0.1,2.8,0.0380419290539344,0,-0.00380419290539344,-0.349,"Positive DD"
10,10,-0.9,3,0.04,0,-0.004,-0.04,"Positive DD"
100,10,-0.9,3,0,0,0,0,"Positive DD"
10,100,-0.9,3,0.0281111111111111,0,-0.00281111111111111,-0.028,"Positive DD"
100,100,-0.9,3,3e-04,0,-3e-05,-0.003,"Positive DD"
10,10,-0.5,3,0.0511111111111111,0,-0.00511111111111111,-0.05,"Positive DD"
100,10,-0.5,3,0.001,0,-1e-04,-0.01,"Positive DD"
10,100,-0.5,3,0.0529563492063492,0,-0.00529563492063492,-0.05,"Positive DD"
100,100,-0.5,3,0.000701010101010101,0,-7.01010101010101e-05,-0.007,"Positive DD"
10,10,-0.1,3,0.292857142857143,0,-0.0292857142857143,-0.24,"Positive DD"
100,10,-0.1,3,0.0404789530680491,0,-0.00404789530680491,-0.39,"Positive DD"
10,100,-0.1,3,0.307761904761905,0,-0.0307761904761905,-0.176,"Positive DD"
100,100,-0.1,3,0.0374636797792215,0,-0.00374636797792215,-0.366,"Positive DD"
10,10,-0.9,1,NA,0.625,NA,0.42,"Negative DD"
100,10,-0.9,1,0.692380952380952,0.685714285714286,-0.00066666666666666,2.07,"Negative DD"
10,100,-0.9,1,NA,0,NA,-0.087,"Negative DD"
100,100,-0.9,1,NA,0.484848484848485,NA,4.463,"Negative DD"
10,10,-0.5,1,NA,0.5,NA,0.28,"Negative DD"
100,10,-0.5,1,0.85047619047619,0.810810810810811,-0.00396653796653796,2.59,"Negative DD"
10,100,-0.5,1,NA,0,NA,-0.072,"Negative DD"
100,100,-0.5,1,NA,0.5,NA,4.037,"Negative DD"
10,10,-0.1,1,NA,0.75,NA,0.49,"Negative DD"
100,10,-0.1,1,0.497416472416472,0.4,-0.00974164724164724,2.11,"Negative DD"
10,100,-0.1,1,NA,0,NA,-0.142,"Negative DD"
100,100,-0.1,1,0.649001054501054,0.161616161616162,-0.0487384892884893,1.145,"Negative DD"
10,10,-0.9,1.2,NA,0,NA,0,"Negative DD"
100,10,-0.9,1.2,0.738690476190476,0.708333333333333,-0.00303571428571429,2.95,"Negative DD"
10,100,-0.9,1.2,NA,0.3,NA,0.258,"Negative DD"
100,100,-0.9,1.2,NA,0.622222222222222,NA,5.417,"Negative DD"
10,10,-0.5,1.2,0.658333333333333,0.333333333333333,-0.0325,0.14,"Negative DD"
100,10,-0.5,1.2,0.741071428571429,0.711111111111111,-0.00299603174603175,2.71,"Negative DD"
10,100,-0.5,1.2,NA,0,NA,-0.096,"Negative DD"
100,100,-0.5,1.2,0.67982079032079,0.03,-0.064982079032079,-0.296,"Negative DD"
10,10,-0.1,1.2,NA,0.3,NA,0.18,"Negative DD"
100,10,-0.1,1.2,0.69067799674017,0.420454545454545,-0.0270223451285624,1.92,"Negative DD"
10,100,-0.1,1.2,NA,0,NA,-0.153,"Negative DD"
100,100,-0.1,1.2,NA,0.34020618556701,NA,2.953,"Negative DD"
10,10,-0.9,1.4,0.633333333333333,0.444444444444444,-0.0188888888888889,0.22,"Negative DD"
100,10,-0.9,1.4,NA,0.684210526315789,NA,1.15,"Negative DD"
10,100,-0.9,1.4,NA,0,NA,-0.085,"Negative DD"
100,100,-0.9,1.4,NA,0.56,NA,5.155,"Negative DD"
10,10,-0.5,1.4,NA,0.222222222222222,NA,0.11,"Negative DD"
100,10,-0.5,1.4,0.784761904761905,0.813953488372093,0.00291915836101883,3.07,"Negative DD"
10,100,-0.5,1.4,NA,0,NA,-0.063,"Negative DD"
100,100,-0.5,1.4,0.861058941058941,0.36,-0.0501058941058941,2.995,"Negative DD"
10,10,-0.1,1.4,0.758333333333333,0.2,-0.0558333333333333,-0.13,"Negative DD"
100,10,-0.1,1.4,0.805833333333333,0.757575757575758,-0.00482575757575757,2.14,"Negative DD"
10,100,-0.1,1.4,0.85697619047619,0.1,-0.075697619047619,-0.289,"Negative DD"
100,100,-0.1,1.4,0.872727831851671,0.272727272727273,-0.0600000559124398,1.581,"Negative DD"
10,10,-0.9,1.6,0.553333333333333,0,-0.0553333333333333,-0.23,"Negative DD"
100,10,-0.9,1.6,0.866666666666667,0.791666666666667,-0.00750000000000001,1.66,"Negative DD"
10,100,-0.9,1.6,NA,0.3,NA,0.205,"Negative DD"
100,100,-0.9,1.6,0.706807009983481,0.09,-0.0616807009983481,0.292,"Negative DD"
10,10,-0.5,1.6,NA,0.333333333333333,NA,0.1,"Negative DD"
100,10,-0.5,1.6,0.823354978354978,0.728813559322034,-0.00945414190329446,3.59,"Negative DD"
10,100,-0.5,1.6,NA,0,NA,-0.104,"Negative DD"
100,100,-0.5,1.6,NA,0.3,NA,2.604,"Negative DD"
10,10,-0.1,1.6,0.503333333333333,0,-0.0503333333333333,-0.21,"Negative DD"
100,10,-0.1,1.6,0.707149378399378,0.608695652173913,-0.00984537262254653,3.29,"Negative DD"
10,100,-0.1,1.6,0.670599206349206,0,-0.0670599206349206,-0.403,"Negative DD"
100,100,-0.1,1.6,0.810341592350773,0.01,-0.0800341592350773,-2.093,"Negative DD"
10,10,-0.9,1.8,NA,0.333333333333333,NA,0.23,"Negative DD"
100,10,-0.9,1.8,0.650793650793651,0.551020408163265,-0.00997732426303856,2.29,"Negative DD"
10,100,-0.9,1.8,NA,0,NA,-0.114,"Negative DD"
100,100,-0.9,1.8,0.68537080974581,0.04,-0.064537080974581,-0.201,"Negative DD"
10,10,-0.5,1.8,0.62,0.125,-0.0495,-0.03,"Negative DD"
100,10,-0.5,1.8,0.806261516261516,0.7,-0.0106261516261516,3.97,"Negative DD"
10,100,-0.5,1.8,NA,0,NA,-0.116,"Negative DD"
100,100,-0.5,1.8,0.936417044589486,0.21,-0.0726417044589486,-0.262,"Negative DD"
10,10,-0.1,1.8,0.45,0.3,-0.015,0.18,"Negative DD"
100,10,-0.1,1.8,0.608660272476062,0.404761904761905,-0.0203898367714157,2.35,"Negative DD"
10,100,-0.1,1.8,NA,0,NA,-0.205,"Negative DD"
100,100,-0.1,1.8,0.795751864868843,0.03,-0.0765751864868843,-3.114,"Negative DD"
10,10,-0.9,2,0.468333333333333,0.1,-0.0368333333333333,-0.13,"Constant death"
100,10,-0.9,2,0.333729421593199,0.0306122448979592,-0.030311717669524,-0.87,"Constant death"
10,100,-0.9,2,0.707531746031746,0,-0.0707531746031746,-0.474,"Constant death"
100,100,-0.9,2,0.601167305834205,0,-0.0601167305834205,-2.831,"Constant death"
10,10,-0.5,2,0.53,0.2,-0.033,-0.05,"Constant death"
100,10,-0.5,2,0.624482123013827,0.1,-0.0524482123013827,-2.63,"Constant death"
10,100,-0.5,2,NA,0,NA,-0.142,"Constant death"
100,100,-0.5,2,0.582179806268389,0,-0.0582179806268389,-3.058,"Constant death"
10,10,-0.1,2,0.579603174603175,0,-0.0579603174603175,-0.41,"Constant death"
100,10,-0.1,2,0.447527710809867,0.07,-0.0377527710809867,-1.11,"Constant death"
10,100,-0.1,2,NA,0,NA,-0.089,"Constant death"
100,100,-0.1,2,0.700679997840727,0,-0.0700679997840727,-2.387,"Constant death"
10,10,-0.9,2.2,0.251587301587302,0,-0.0251587301587302,-0.18,"Positive DD"
100,10,-0.9,2.2,0.0681157264771243,0,-0.00681157264771243,-0.63,"Positive DD"
10,100,-0.9,2.2,0.18472619047619,0,-0.018472619047619,-0.149,"Positive DD"
100,100,-0.9,2.2,0.0585887909770372,0,-0.00585887909770372,-0.539,"Positive DD"
10,10,-0.5,2.2,0.509920634920635,0,-0.0509920634920635,-0.33,"Positive DD"
100,10,-0.5,2.2,0.044919583030828,0,-0.0044919583030828,-0.41,"Positive DD"
10,100,-0.5,2.2,0.236305555555556,0,-0.0236305555555556,-0.16,"Positive DD"
100,100,-0.5,2.2,0.0490589921580135,0,-0.00490589921580135,-0.435,"Positive DD"
10,10,-0.1,2.2,0.448095238095238,0.1,-0.0348095238095238,-0.18,"Positive DD"
100,10,-0.1,2.2,0.174464470487405,0,-0.0174464470487405,-1.43,"Positive DD"
10,100,-0.1,2.2,0.335059523809524,0,-0.0335059523809524,-0.186,"Positive DD"
100,100,-0.1,2.2,0.14645543321183,0,-0.014645543321183,-1.01,"Positive DD"
10,10,-0.9,2.4,0.240912698412698,0,-0.0240912698412698,-0.21,"Positive DD"
100,10,-0.9,2.4,0.00605112985525357,0,-0.000605112985525357,-0.06,"Positive DD"
10,100,-0.9,2.4,0.138452380952381,0,-0.0138452380952381,-0.124,"Positive DD"
100,100,-0.9,2.4,0.0105492455854569,0,-0.00105492455854569,-0.104,"Positive DD"
10,10,-0.5,2.4,0.143849206349206,0,-0.0143849206349206,-0.12,"Positive DD"
100,10,-0.5,2.4,0.0174132921645614,0,-0.00174132921645614,-0.17,"Positive DD"
10,100,-0.5,2.4,0.191892857142857,0,-0.0191892857142857,-0.153,"Positive DD"
100,100,-0.5,2.4,0.0222673925240199,0,-0.00222673925240199,-0.22,"Positive DD"
10,10,-0.1,2.4,0.439047619047619,0,-0.0439047619047619,-0.28,"Positive DD"
100,10,-0.1,2.4,0.113401962498741,0.01,-0.0103401962498741,-0.84,"Positive DD"
10,100,-0.1,2.4,0.433690476190476,0,-0.0433690476190476,-0.287,"Positive DD"
100,100,-0.1,2.4,0.0951849360082157,0,-0.00951849360082157,-0.839,"Positive DD"
10,10,-0.9,2.6,0.0461111111111111,0,-0.00461111111111111,-0.04,"Positive DD"
100,10,-0.9,2.6,0.002,0,-2e-04,-0.02,"Positive DD"
10,100,-0.9,2.6,0.0902103174603175,0,-0.00902103174603175,-0.076,"Positive DD"
100,100,-0.9,2.6,0.000601010101010101,0,-6.01010101010101e-05,-0.006,"Positive DD"
10,10,-0.5,2.6,0.282857142857143,0,-0.0282857142857143,-0.18,"Positive DD"
100,10,-0.5,2.6,0.00401010101010101,0,-0.000401010101010101,-0.04,"Positive DD"
10,100,-0.5,2.6,0.0865277777777778,0,-0.00865277777777778,-0.08,"Positive DD"
100,100,-0.5,2.6,0.00190812203669347,0,-0.000190812203669347,-0.019,"Positive DD"
10,10,-0.1,2.6,0.372142857142857,0,-0.0372142857142857,-0.19,"Positive DD"
100,10,-0.1,2.6,0.102252022380336,0,-0.0102252022380336,-1.01,"Positive DD"
10,100,-0.1,2.6,0.464019841269841,0,-0.0464019841269841,-0.285,"Positive DD"
100,100,-0.1,2.6,0.0433667015745991,0,-0.00433667015745991,-0.413,"Positive DD"
10,10,-0.9,2.8,0.0236111111111111,0,-0.00236111111111111,-0.02,"Positive DD"
100,10,-0.9,2.8,0,0,0,0,"Positive DD"
10,100,-0.9,2.8,0.0476944444444444,0,-0.00476944444444444,-0.046,"Positive DD"
100,100,-0.9,2.8,4e-04,0,-4e-05,-0.004,"Positive DD"
10,10,-0.5,2.8,0.03,0,-0.003,-0.03,"Positive DD"
100,10,-0.5,2.8,0.003,0,-3e-04,-0.03,"Positive DD"
10,100,-0.5,2.8,0.0348452380952381,0,-0.00348452380952381,-0.032,"Positive DD"
100,100,-0.5,2.8,7e-04,0,-7e-05,-0.007,"Positive DD"
10,10,-0.1,2.8,0.206071428571429,0.1,-0.0106071428571429,-0.03,"Positive DD"
100,10,-0.1,2.8,0.0425766931253975,0,-0.00425766931253975,-0.41,"Positive DD"
10,100,-0.1,2.8,0.241333333333333,0,-0.0241333333333333,-0.164,"Positive DD"
100,100,-0.1,2.8,0.0459001523985393,0,-0.00459001523985393,-0.437,"Positive DD"
10,10,-0.9,3,0.0125,0,-0.00125,-0.01,"Positive DD"
100,10,-0.9,3,0,0,0,0,"Positive DD"
10,100,-0.9,3,0.0263611111111111,0,-0.00263611111111111,-0.026,"Positive DD"
100,100,-0.9,3,0,0,0,0,"Positive DD"
10,10,-0.5,3,0.03,0,-0.003,-0.03,"Positive DD"
100,10,-0.5,3,0,0,0,0,"Positive DD"
10,100,-0.5,3,0.043047619047619,0,-0.0043047619047619,-0.038,"Positive DD"
100,100,-0.5,3,6e-04,0,-6e-05,-0.006,"Positive DD"
10,10,-0.1,3,0.256190476190476,0,-0.0256190476190476,-0.16,"Positive DD"
100,10,-0.1,3,0.0323661100803958,0,-0.00323661100803958,-0.32,"Positive DD"
10,100,-0.1,3,0.202884920634921,0,-0.0202884920634921,-0.18,"Positive DD"
100,100,-0.1,3,0.0355248465868127,0,-0.00355248465868127,-0.339,"Positive DD"
